,HBName,CAName,Year,InjuryType,NumberofDeaths
461,NHS Forth Valley,Clackmannanshire,2013,Poisoning,6
462,NHS Forth Valley,Clackmannanshire,2013,Falls,9
463,NHS Forth Valley,Clackmannanshire,2013,"Struck by,against",0
464,NHS Forth Valley,Clackmannanshire,2013,Crushing,0
465,NHS Forth Valley,Clackmannanshire,2013,Scalds,0
466,NHS Forth Valley,Clackmannanshire,2013,Accidental exposure,1
467,NHS Forth Valley,Clackmannanshire,2013,Other,3
469,NHS Forth Valley,Clackmannanshire,2014,Land transport accidents,0
470,NHS Forth Valley,Clackmannanshire,2014,Poisoning,6
471,NHS Forth Valley,Clackmannanshire,2014,Falls,3
472,NHS Forth Valley,Clackmannanshire,2014,"Struck by,against",0
473,NHS Forth Valley,Clackmannanshire,2014,Crushing,0
474,NHS Forth Valley,Clackmannanshire,2014,Scalds,0
475,NHS Forth Valley,Clackmannanshire,2014,Accidental exposure,0
476,NHS Forth Valley,Clackmannanshire,2014,Other,0
478,NHS Forth Valley,Clackmannanshire,2015,Land transport accidents,2
479,NHS Forth Valley,Clackmannanshire,2015,Poisoning,6
480,NHS Forth Valley,Clackmannanshire,2015,Falls,6
481,NHS Forth Valley,Clackmannanshire,2015,"Struck by,against",0
482,NHS Forth Valley,Clackmannanshire,2015,Crushing,0
483,NHS Forth Valley,Clackmannanshire,2015,Scalds,0
484,NHS Forth Valley,Clackmannanshire,2015,Accidental exposure,3
485,NHS Forth Valley,Clackmannanshire,2015,Other,2
487,NHS Forth Valley,Clackmannanshire,2016,Land transport accidents,0
488,NHS Forth Valley,Clackmannanshire,2016,Poisoning,14
489,NHS Forth Valley,Clackmannanshire,2016,Falls,6
490,NHS Forth Valley,Clackmannanshire,2016,"Struck by,against",0
491,NHS Forth Valley,Clackmannanshire,2016,Crushing,0
492,NHS Forth Valley,Clackmannanshire,2016,Scalds,0
493,NHS Forth Valley,Clackmannanshire,2016,Accidental exposure,1
494,NHS Forth Valley,Clackmannanshire,2016,Other,1
496,NHS Forth Valley,Clackmannanshire,2017,Land transport accidents,2
497,NHS Forth Valley,Clackmannanshire,2017,Poisoning,6
498,NHS Forth Valley,Clackmannanshire,2017,Falls,13
499,NHS Forth Valley,Clackmannanshire,2017,"Struck by,against",0
500,NHS Forth Valley,Clackmannanshire,2017,Crushing,0
501,NHS Forth Valley,Clackmannanshire,2017,Scalds,0
502,NHS Forth Valley,Clackmannanshire,2017,Accidental exposure,0
503,NHS Forth Valley,Clackmannanshire,2017,Other,1
505,NHS Forth Valley,Clackmannanshire,2018,Land transport accidents,2
506,NHS Forth Valley,Clackmannanshire,2018,Poisoning,11
507,NHS Forth Valley,Clackmannanshire,2018,Falls,6
508,NHS Forth Valley,Clackmannanshire,2018,"Struck by,against",0
509,NHS Forth Valley,Clackmannanshire,2018,Crushing,0
510,NHS Forth Valley,Clackmannanshire,2018,Scalds,0
511,NHS Forth Valley,Clackmannanshire,2018,Accidental exposure,0
512,NHS Forth Valley,Clackmannanshire,2018,Other,2
514,NHS Forth Valley,Clackmannanshire,2019,Land transport accidents,5
515,NHS Forth Valley,Clackmannanshire,2019,Poisoning,15
516,NHS Forth Valley,Clackmannanshire,2019,Falls,12
517,NHS Forth Valley,Clackmannanshire,2019,"Struck by,against",0
518,NHS Forth Valley,Clackmannanshire,2019,Crushing,0
519,NHS Forth Valley,Clackmannanshire,2019,Scalds,0
520,NHS Forth Valley,Clackmannanshire,2019,Accidental exposure,4
521,NHS Forth Valley,Clackmannanshire,2019,Other,1
523,NHS Forth Valley,Clackmannanshire,2020,Land transport accidents,4
524,NHS Forth Valley,Clackmannanshire,2020,Poisoning,8
525,NHS Forth Valley,Clackmannanshire,2020,Falls,14
526,NHS Forth Valley,Clackmannanshire,2020,"Struck by,against",0
527,NHS Forth Valley,Clackmannanshire,2020,Crushing,0
528,NHS Forth Valley,Clackmannanshire,2020,Scalds,0
529,NHS Forth Valley,Clackmannanshire,2020,Accidental exposure,4
530,NHS Forth Valley,Clackmannanshire,2020,Other,1
532,NHS Forth Valley,Clackmannanshire,2021,Land transport accidents,0
533,NHS Forth Valley,Clackmannanshire,2021,Poisoning,17
534,NHS Forth Valley,Clackmannanshire,2021,Falls,5
535,NHS Forth Valley,Clackmannanshire,2021,"Struck by,against",0
536,NHS Forth Valley,Clackmannanshire,2021,Crushing,0
537,NHS Forth Valley,Clackmannanshire,2021,Scalds,0
538,NHS Forth Valley,Clackmannanshire,2021,Accidental exposure,1
539,NHS Forth Valley,Clackmannanshire,2021,Other,2
541,NHS Forth Valley,Falkirk,2012,Land transport accidents,10
542,NHS Forth Valley,Falkirk,2012,Poisoning,8
543,NHS Forth Valley,Falkirk,2012,Falls,21
544,NHS Forth Valley,Falkirk,2012,"Struck by,against",0
545,NHS Forth Valley,Falkirk,2012,Crushing,0
546,NHS Forth Valley,Falkirk,2012,Scalds,0
547,NHS Forth Valley,Falkirk,2012,Accidental exposure,1
548,NHS Forth Valley,Falkirk,2012,Other,6
550,NHS Forth Valley,Falkirk,2013,Land transport accidents,4
551,NHS Forth Valley,Falkirk,2013,Poisoning,7
552,NHS Forth Valley,Falkirk,2013,Falls,13
553,NHS Forth Valley,Falkirk,2013,"Struck by,against",0
554,NHS Forth Valley,Falkirk,2013,Crushing,0
555,NHS Forth Valley,Falkirk,2013,Scalds,0
556,NHS Forth Valley,Falkirk,2013,Accidental exposure,4
557,NHS Forth Valley,Falkirk,2013,Other,3
559,NHS Forth Valley,Falkirk,2014,Land transport accidents,4
560,NHS Forth Valley,Falkirk,2014,Poisoning,9
561,NHS Forth Valley,Falkirk,2014,Falls,18
562,NHS Forth Valley,Falkirk,2014,"Struck by,against",0
563,NHS Forth Valley,Falkirk,2014,Crushing,0
564,NHS Forth Valley,Falkirk,2014,Scalds,0
565,NHS Forth Valley,Falkirk,2014,Accidental exposure,3
566,NHS Forth Valley,Falkirk,2014,Other,1
568,NHS Forth Valley,Falkirk,2015,Land transport accidents,5
569,NHS Forth Valley,Falkirk,2015,Poisoning,19
570,NHS Forth Valley,Falkirk,2015,Falls,15
571,NHS Forth Valley,Falkirk,2015,"Struck by,against",0
572,NHS Forth Valley,Falkirk,2015,Crushing,0
573,NHS Forth Valley,Falkirk,2015,Scalds,0
574,NHS Forth Valley,Falkirk,2015,Accidental exposure,0
575,NHS Forth Valley,Falkirk,2015,Other,3
577,NHS Forth Valley,Falkirk,2016,Land transport accidents,7
578,NHS Forth Valley,Falkirk,2016,Poisoning,25
579,NHS Forth Valley,Falkirk,2016,Falls,29
580,NHS Forth Valley,Falkirk,2016,"Struck by,against",0
581,NHS Forth Valley,Falkirk,2016,Crushing,0
582,NHS Forth Valley,Falkirk,2016,Scalds,1
583,NHS Forth Valley,Falkirk,2016,Accidental exposure,3
584,NHS Forth Valley,Falkirk,2016,Other,8
586,NHS Forth Valley,Falkirk,2017,Land transport accidents,4
587,NHS Forth Valley,Falkirk,2017,Poisoning,20
588,NHS Forth Valley,Falkirk,2017,Falls,28
589,NHS Forth Valley,Falkirk,2017,"Struck by,against",0
590,NHS Forth Valley,Falkirk,2017,Crushing,0
591,NHS Forth Valley,Falkirk,2017,Scalds,0
592,NHS Forth Valley,Falkirk,2017,Accidental exposure,5
593,NHS Forth Valley,Falkirk,2017,Other,2
595,NHS Forth Valley,Falkirk,2018,Land transport accidents,3
596,NHS Forth Valley,Falkirk,2018,Poisoning,36
597,NHS Forth Valley,Falkirk,2018,Falls,26
598,NHS Forth Valley,Falkirk,2018,"Struck by,against",0
599,NHS Forth Valley,Falkirk,2018,Crushing,0
600,NHS Forth Valley,Falkirk,2018,Scalds,0
601,NHS Forth Valley,Falkirk,2018,Accidental exposure,0
602,NHS Forth Valley,Falkirk,2018,Other,6
604,NHS Forth Valley,Falkirk,2019,Land transport accidents,2
605,NHS Forth Valley,Falkirk,2019,Poisoning,44
606,NHS Forth Valley,Falkirk,2019,Falls,38
607,NHS Forth Valley,Falkirk,2019,"Struck by,against",1
608,NHS Forth Valley,Falkirk,2019,Crushing,0
609,NHS Forth Valley,Falkirk,2019,Scalds,0
610,NHS Forth Valley,Falkirk,2019,Accidental exposure,1
611,NHS Forth Valley,Falkirk,2019,Other,6
613,NHS Forth Valley,Falkirk,2020,Land transport accidents,2
614,NHS Forth Valley,Falkirk,2020,Poisoning,38
615,NHS Forth Valley,Falkirk,2020,Falls,33
616,NHS Forth Valley,Falkirk,2020,"Struck by,against",0
617,NHS Forth Valley,Falkirk,2020,Crushing,0
618,NHS Forth Valley,Falkirk,2020,Scalds,0
619,NHS Forth Valley,Falkirk,2020,Accidental exposure,3
620,NHS Forth Valley,Falkirk,2020,Other,3
622,NHS Forth Valley,Falkirk,2021,Land transport accidents,6
623,NHS Forth Valley,Falkirk,2021,Poisoning,36
624,NHS Forth Valley,Falkirk,2021,Falls,25
625,NHS Forth Valley,Falkirk,2021,"Struck by,against",0
626,NHS Forth Valley,Falkirk,2021,Crushing,0
627,NHS Forth Valley,Falkirk,2021,Scalds,0
628,NHS Forth Valley,Falkirk,2021,Accidental exposure,5
629,NHS Forth Valley,Falkirk,2021,Other,6
631,NHS Forth Valley,Stirling,2012,Land transport accidents,3
632,NHS Forth Valley,Stirling,2012,Poisoning,6
633,NHS Forth Valley,Stirling,2012,Falls,19
634,NHS Forth Valley,Stirling,2012,"Struck by,against",0
635,NHS Forth Valley,Stirling,2012,Crushing,0
636,NHS Forth Valley,Stirling,2012,Scalds,0
637,NHS Forth Valley,Stirling,2012,Accidental exposure,0
638,NHS Forth Valley,Stirling,2012,Other,5
640,NHS Forth Valley,Stirling,2013,Land transport accidents,1
641,NHS Forth Valley,Stirling,2013,Poisoning,4
642,NHS Forth Valley,Stirling,2013,Falls,14
643,NHS Forth Valley,Stirling,2013,"Struck by,against",0
644,NHS Forth Valley,Stirling,2013,Crushing,0
645,NHS Forth Valley,Stirling,2013,Scalds,0
646,NHS Forth Valley,Stirling,2013,Accidental exposure,0
647,NHS Forth Valley,Stirling,2013,Other,3
649,NHS Forth Valley,Stirling,2014,Land transport accidents,4
650,NHS Forth Valley,Stirling,2014,Poisoning,12
651,NHS Forth Valley,Stirling,2014,Falls,16
652,NHS Forth Valley,Stirling,2014,"Struck by,against",0
653,NHS Forth Valley,Stirling,2014,Crushing,0
654,NHS Forth Valley,Stirling,2014,Scalds,0
655,NHS Forth Valley,Stirling,2014,Accidental exposure,0
656,NHS Forth Valley,Stirling,2014,Other,1
658,NHS Forth Valley,Stirling,2015,Land transport accidents,7
659,NHS Forth Valley,Stirling,2015,Poisoning,9
660,NHS Forth Valley,Stirling,2015,Falls,14
661,NHS Forth Valley,Stirling,2015,"Struck by,against",0
662,NHS Forth Valley,Stirling,2015,Crushing,0
663,NHS Forth Valley,Stirling,2015,Scalds,0
664,NHS Forth Valley,Stirling,2015,Accidental exposure,1
665,NHS Forth Valley,Stirling,2015,Other,3
667,NHS Forth Valley,Stirling,2016,Land transport accidents,3
668,NHS Forth Valley,Stirling,2016,Poisoning,9
669,NHS Forth Valley,Stirling,2016,Falls,22
670,NHS Forth Valley,Stirling,2016,"Struck by,against",0
671,NHS Forth Valley,Stirling,2016,Crushing,0
672,NHS Forth Valley,Stirling,2016,Scalds,0
673,NHS Forth Valley,Stirling,2016,Accidental exposure,2
674,NHS Forth Valley,Stirling,2016,Other,5
676,NHS Forth Valley,Stirling,2017,Land transport accidents,3
677,NHS Forth Valley,Stirling,2017,Poisoning,13
678,NHS Forth Valley,Stirling,2017,Falls,16
679,NHS Forth Valley,Stirling,2017,"Struck by,against",0
680,NHS Forth Valley,Stirling,2017,Crushing,0
681,NHS Forth Valley,Stirling,2017,Scalds,0
682,NHS Forth Valley,Stirling,2017,Accidental exposure,1
683,NHS Forth Valley,Stirling,2017,Other,3
685,NHS Forth Valley,Stirling,2018,Land transport accidents,1
686,NHS Forth Valley,Stirling,2018,Poisoning,20
687,NHS Forth Valley,Stirling,2018,Falls,16
688,NHS Forth Valley,Stirling,2018,"Struck by,against",0
689,NHS Forth Valley,Stirling,2018,Crushing,0
690,NHS Forth Valley,Stirling,2018,Scalds,0
691,NHS Forth Valley,Stirling,2018,Accidental exposure,1
692,NHS Forth Valley,Stirling,2018,Other,3
694,NHS Forth Valley,Stirling,2019,Land transport accidents,4
695,NHS Forth Valley,Stirling,2019,Poisoning,19
696,NHS Forth Valley,Stirling,2019,Falls,16
697,NHS Forth Valley,Stirling,2019,"Struck by,against",0
698,NHS Forth Valley,Stirling,2019,Crushing,0
699,NHS Forth Valley,Stirling,2019,Scalds,0
700,NHS Forth Valley,Stirling,2019,Accidental exposure,3
701,NHS Forth Valley,Stirling,2019,Other,7
703,NHS Forth Valley,Stirling,2020,Land transport accidents,4
704,NHS Forth Valley,Stirling,2020,Poisoning,34
705,NHS Forth Valley,Stirling,2020,Falls,18
706,NHS Forth Valley,Stirling,2020,"Struck by,against",0
707,NHS Forth Valley,Stirling,2020,Crushing,0
708,NHS Forth Valley,Stirling,2020,Scalds,0
709,NHS Forth Valley,Stirling,2020,Accidental exposure,1
710,NHS Forth Valley,Stirling,2020,Other,2
712,NHS Forth Valley,Stirling,2021,Land transport accidents,5
713,NHS Forth Valley,Stirling,2021,Poisoning,20
714,NHS Forth Valley,Stirling,2021,Falls,13
715,NHS Forth Valley,Stirling,2021,"Struck by,against",0
716,NHS Forth Valley,Stirling,2021,Crushing,1
717,NHS Forth Valley,Stirling,2021,Scalds,0
718,NHS Forth Valley,Stirling,2021,Accidental exposure,2
719,NHS Forth Valley,Stirling,2021,Other,3
721,NHS Grampian,Moray,2012,Land transport accidents,5
722,NHS Grampian,Moray,2012,Poisoning,7
723,NHS Grampian,Moray,2012,Falls,8
724,NHS Grampian,Moray,2012,"Struck by,against",1
725,NHS Grampian,Moray,2012,Crushing,0
726,NHS Grampian,Moray,2012,Scalds,0
727,NHS Grampian,Moray,2012,Accidental exposure,1
728,NHS Grampian,Moray,2012,Other,4
730,NHS Grampian,Moray,2013,Land transport accidents,4
731,NHS Grampian,Moray,2013,Poisoning,6
732,NHS Grampian,Moray,2013,Falls,9
733,NHS Grampian,Moray,2013,"Struck by,against",0
734,NHS Grampian,Moray,2013,Crushing,0
735,NHS Grampian,Moray,2013,Scalds,0
736,NHS Grampian,Moray,2013,Accidental exposure,0
737,NHS Grampian,Moray,2013,Other,4
739,NHS Grampian,Moray,2014,Land transport accidents,8
740,NHS Grampian,Moray,2014,Poisoning,2
741,NHS Grampian,Moray,2014,Falls,21
742,NHS Grampian,Moray,2014,"Struck by,against",0
743,NHS Grampian,Moray,2014,Crushing,0
744,NHS Grampian,Moray,2014,Scalds,0
745,NHS Grampian,Moray,2014,Accidental exposure,1
746,NHS Grampian,Moray,2014,Other,2
748,NHS Grampian,Moray,2015,Land transport accidents,2
749,NHS Grampian,Moray,2015,Poisoning,10
750,NHS Grampian,Moray,2015,Falls,13
751,NHS Grampian,Moray,2015,"Struck by,against",0
752,NHS Grampian,Moray,2015,Crushing,0
753,NHS Grampian,Moray,2015,Scalds,0
754,NHS Grampian,Moray,2015,Accidental exposure,0
755,NHS Grampian,Moray,2015,Other,3
757,NHS Grampian,Moray,2016,Land transport accidents,7
758,NHS Grampian,Moray,2016,Poisoning,6
759,NHS Grampian,Moray,2016,Falls,14
760,NHS Grampian,Moray,2016,"Struck by,against",0
761,NHS Grampian,Moray,2016,Crushing,0
762,NHS Grampian,Moray,2016,Scalds,0
763,NHS Grampian,Moray,2016,Accidental exposure,1
764,NHS Grampian,Moray,2016,Other,2
766,NHS Grampian,Moray,2017,Land transport accidents,6
767,NHS Grampian,Moray,2017,Poisoning,5
768,NHS Grampian,Moray,2017,Falls,17
769,NHS Grampian,Moray,2017,"Struck by,against",1
770,NHS Grampian,Moray,2017,Crushing,0
771,NHS Grampian,Moray,2017,Scalds,0
772,NHS Grampian,Moray,2017,Accidental exposure,1
773,NHS Grampian,Moray,2017,Other,4
775,NHS Grampian,Moray,2018,Land transport accidents,6
776,NHS Grampian,Moray,2018,Poisoning,15
777,NHS Grampian,Moray,2018,Falls,10
778,NHS Grampian,Moray,2018,"Struck by,against",0
779,NHS Grampian,Moray,2018,Crushing,0
780,NHS Grampian,Moray,2018,Scalds,0
781,NHS Grampian,Moray,2018,Accidental exposure,1
782,NHS Grampian,Moray,2018,Other,4
784,NHS Grampian,Moray,2019,Land transport accidents,6
785,NHS Grampian,Moray,2019,Poisoning,11
786,NHS Grampian,Moray,2019,Falls,25
787,NHS Grampian,Moray,2019,"Struck by,against",0
788,NHS Grampian,Moray,2019,Crushing,0
789,NHS Grampian,Moray,2019,Scalds,0
790,NHS Grampian,Moray,2019,Accidental exposure,1
791,NHS Grampian,Moray,2019,Other,3
793,NHS Grampian,Moray,2020,Land transport accidents,4
794,NHS Grampian,Moray,2020,Poisoning,9
795,NHS Grampian,Moray,2020,Falls,21
796,NHS Grampian,Moray,2020,"Struck by,against",0
797,NHS Grampian,Moray,2020,Crushing,0
798,NHS Grampian,Moray,2020,Scalds,0
799,NHS Grampian,Moray,2020,Accidental exposure,1
800,NHS Grampian,Moray,2020,Other,2
802,NHS Grampian,Moray,2021,Land transport accidents,6
803,NHS Grampian,Moray,2021,Poisoning,15
804,NHS Grampian,Moray,2021,Falls,14
805,NHS Grampian,Moray,2021,"Struck by,against",0
806,NHS Grampian,Moray,2021,Crushing,0
807,NHS Grampian,Moray,2021,Scalds,0
808,NHS Grampian,Moray,2021,Accidental exposure,2
809,NHS Grampian,Moray,2021,Other,4
811,NHS Grampian,Aberdeen City,2012,Land transport accidents,11
812,NHS Grampian,Aberdeen City,2012,Poisoning,15
813,NHS Grampian,Aberdeen City,2012,Falls,14
814,NHS Grampian,Aberdeen City,2012,"Struck by,against",0
815,NHS Grampian,Aberdeen City,2012,Crushing,0
816,NHS Grampian,Aberdeen City,2012,Scalds,0
817,NHS Grampian,Aberdeen City,2012,Accidental exposure,5
818,NHS Grampian,Aberdeen City,2012,Other,9
820,NHS Grampian,Aberdeen City,2013,Land transport accidents,9
821,NHS Grampian,Aberdeen City,2013,Poisoning,25
822,NHS Grampian,Aberdeen City,2013,Falls,32
823,NHS Grampian,Aberdeen City,2013,"Struck by,against",0
824,NHS Grampian,Aberdeen City,2013,Crushing,0
825,NHS Grampian,Aberdeen City,2013,Scalds,0
826,NHS Grampian,Aberdeen City,2013,Accidental exposure,7
827,NHS Grampian,Aberdeen City,2013,Other,12
829,NHS Grampian,Aberdeen City,2014,Land transport accidents,12
830,NHS Grampian,Aberdeen City,2014,Poisoning,25
831,NHS Grampian,Aberdeen City,2014,Falls,33
832,NHS Grampian,Aberdeen City,2014,"Struck by,against",0
833,NHS Grampian,Aberdeen City,2014,Crushing,0
834,NHS Grampian,Aberdeen City,2014,Scalds,0
835,NHS Grampian,Aberdeen City,2014,Accidental exposure,3
836,NHS Grampian,Aberdeen City,2014,Other,5
838,NHS Grampian,Aberdeen City,2015,Land transport accidents,7
839,NHS Grampian,Aberdeen City,2015,Poisoning,37
840,NHS Grampian,Aberdeen City,2015,Falls,26
841,NHS Grampian,Aberdeen City,2015,"Struck by,against",0
842,NHS Grampian,Aberdeen City,2015,Crushing,0
843,NHS Grampian,Aberdeen City,2015,Scalds,1
844,NHS Grampian,Aberdeen City,2015,Accidental exposure,3
845,NHS Grampian,Aberdeen City,2015,Other,2
847,NHS Grampian,Aberdeen City,2016,Land transport accidents,7
848,NHS Grampian,Aberdeen City,2016,Poisoning,43
849,NHS Grampian,Aberdeen City,2016,Falls,28
850,NHS Grampian,Aberdeen City,2016,"Struck by,against",0
851,NHS Grampian,Aberdeen City,2016,Crushing,0
852,NHS Grampian,Aberdeen City,2016,Scalds,0
853,NHS Grampian,Aberdeen City,2016,Accidental exposure,2
854,NHS Grampian,Aberdeen City,2016,Other,9
856,NHS Grampian,Aberdeen City,2017,Land transport accidents,4
857,NHS Grampian,Aberdeen City,2017,Poisoning,54
858,NHS Grampian,Aberdeen City,2017,Falls,30
859,NHS Grampian,Aberdeen City,2017,"Struck by,against",0
860,NHS Grampian,Aberdeen City,2017,Crushing,0
861,NHS Grampian,Aberdeen City,2017,Scalds,0
862,NHS Grampian,Aberdeen City,2017,Accidental exposure,2
863,NHS Grampian,Aberdeen City,2017,Other,9
865,NHS Grampian,Aberdeen City,2018,Land transport accidents,4
866,NHS Grampian,Aberdeen City,2018,Poisoning,49
867,NHS Grampian,Aberdeen City,2018,Falls,34
868,NHS Grampian,Aberdeen City,2018,"Struck by,against",0
869,NHS Grampian,Aberdeen City,2018,Crushing,0
870,NHS Grampian,Aberdeen City,2018,Scalds,0
871,NHS Grampian,Aberdeen City,2018,Accidental exposure,2
872,NHS Grampian,Aberdeen City,2018,Other,4
874,NHS Grampian,Aberdeen City,2019,Land transport accidents,3
875,NHS Grampian,Aberdeen City,2019,Poisoning,46
876,NHS Grampian,Aberdeen City,2019,Falls,34
877,NHS Grampian,Aberdeen City,2019,"Struck by,against",0
878,NHS Grampian,Aberdeen City,2019,Crushing,0
879,NHS Grampian,Aberdeen City,2019,Scalds,0
880,NHS Grampian,Aberdeen City,2019,Accidental exposure,4
881,NHS Grampian,Aberdeen City,2019,Other,6
883,NHS Grampian,Aberdeen City,2020,Land transport accidents,1
884,NHS Grampian,Aberdeen City,2020,Poisoning,61
885,NHS Grampian,Aberdeen City,2020,Falls,35
886,NHS Grampian,Aberdeen City,2020,"Struck by,against",0
887,NHS Grampian,Aberdeen City,2020,Crushing,0
888,NHS Grampian,Aberdeen City,2020,Scalds,0
889,NHS Grampian,Aberdeen City,2020,Accidental exposure,2
890,NHS Grampian,Aberdeen City,2020,Other,7
892,NHS Grampian,Aberdeen City,2021,Land transport accidents,1
893,NHS Grampian,Aberdeen City,2021,Poisoning,65
894,NHS Grampian,Aberdeen City,2021,Falls,38
895,NHS Grampian,Aberdeen City,2021,"Struck by,against",0
896,NHS Grampian,Aberdeen City,2021,Crushing,0
897,NHS Grampian,Aberdeen City,2021,Scalds,0
898,NHS Grampian,Aberdeen City,2021,Accidental exposure,3
899,NHS Grampian,Aberdeen City,2021,Other,3
901,NHS Grampian,Aberdeenshire,2012,Land transport accidents,10
902,NHS Grampian,Aberdeenshire,2012,Poisoning,8
